p1_lvl,p2_lvl,cell_area,maj_axis,min_axis,condition,replication
191.77287,227.43360,39.07148,5.55885,2.39283,e0,3
328.09336,340.95475,54.55237,7.91686,2.33036,e0,3
401.43162,368.68040,57.43571,8.42049,2.28807,e0,3
328.77528,166.50963,39.03996,4.80685,2.78129,e0,3
293.33695,256.03437,63.66432,7.41582,2.91105,e0,3
294.53895,248.39836,72.94207,7.79464,3.11774,e0,3
200.41201,176.88648,73.43410,6.71357,3.68748,e0,3
298.52772,244.33312,39.01277,5.69497,2.35522,e0,3
306.13083,168.79042,39.33511,4.83269,2.80682,e0,3
324.80213,114.49044,80.37086,5.75522,4.78947,e0,3
238.88372,292.43049,87.36356,9.27593,3.19811,e0,3
333.93907,515.73033,53.63192,9.57230,1.87852,e0,3
206.82293,352.78213,84.28699,9.93954,2.85577,e0,3
318.81181,238.16500,66.59362,7.29385,3.06599,e0,3
392.39862,342.74901,71.45701,9.00338,2.63803,e0,3
173.48665,338.75389,92.67301,10.24561,3.00103,e0,3
290.08568,88.11684,71.01131,4.80394,4.90984,e0,3
389.35575,364.68314,28.29248,5.91604,1.70814,e0,3
313.86444,289.94234,68.63545,8.17832,2.83800,e0,3
271.39176,158.67459,58.38892,5.72134,3.43500,e0,3
342.91373,284.96580,65.76665,8.00094,2.79949,e0,3
309.16204,242.78816,68.18963,7.50549,3.05803,e0,3
293.92736,358.26268,74.18051,9.45145,2.61100,e0,3
329.61444,239.87658,64.57522,7.26869,3.02121,e0,3
326.15275,244.57830,26.04683,4.64487,1.92205,e0,3
266.15540,277.40264,85.79278,9.00751,3.26644,e0,3
328.82461,339.58934,58.73546,8.18210,2.42642,e0,3
307.76297,311.68826,75.12945,8.86684,2.85573,e0,3
203.27183,221.27334,74.25388,7.47645,3.29576,e0,3
271.68373,158.67198,47.31144,5.12830,3.11934,e0,3
236.74856,254.81243,35.65576,5.56245,2.21465,e0,3
346.09607,327.53097,110.38632,10.96410,3.37087,e0,3
356.07704,355.41362,39.73829,6.90165,1.93541,e0,3
261.87342,362.34978,110.01478,11.53834,3.22069,e0,3
215.44419,370.25623,35.45066,6.62798,1.85148,e0,3
339.49523,367.33701,88.05915,10.43395,2.85910,e0,3
211.56550,289.46784,59.18186,7.50693,2.62481,e0,3
198.61679,317.00640,59.49066,7.91486,2.57281,e0,3
361.33003,284.02678,104.41239,9.97854,3.46260,e0,3
293.14307,119.91817,51.41208,4.73063,3.71053,e0,3
344.98740,327.06283,70.83416,8.82954,2.72755,e0,3
264.87613,250.22388,78.05615,8.08577,3.21287,e0,3
323.57926,288.23938,56.68063,7.42751,2.54361,e0,3
327.80333,231.43618,73.85767,7.62242,3.25154,e0,3
342.91234,210.18209,31.81847,4.79605,2.28485,e0,3
394.77819,328.40936,76.06995,9.12522,2.78402,e0,3
267.59845,358.10616,73.15429,9.34098,2.66401,e0,3
223.76599,280.81796,88.22076,9.20144,3.22634,e0,3
263.61485,293.75373,51.07626,7.12393,2.44952,e0,3
285.28014,211.62413,71.64530,7.20981,3.34889,e0,3
292.49408,302.56895,66.73306,8.20005,2.72833,e0,3
312.87256,262.30566,84.41599,8.72852,3.32221,e0,3
318.50635,316.02618,38.46311,6.40699,2.05339,e0,3
366.00724,439.61471,64.89123,9.75099,2.27996,e0,3
267.08195,252.83347,37.04457,5.69204,2.25864,e0,3
347.81488,186.47288,71.70967,6.82272,3.59396,e0,3
229.99228,305.45244,60.98813,7.97717,2.66149,e0,3
238.21525,344.14913,66.11733,8.73318,2.55532,e0,3
215.53340,219.07694,67.82961,7.13436,3.16891,e0,3
288.58493,366.87232,65.13151,8.98403,2.44701,e0,3
348.32707,222.08384,15.42569,3.49090,1.60222,e0,3
287.05500,214.60903,77.14507,7.50213,3.47334,e0,3
321.48136,323.37038,64.67433,8.37171,2.59933,e0,3
301.86548,325.69487,18.75385,4.57108,1.45275,e0,3
293.54820,192.90242,86.81142,7.62384,3.87992,e0,3
293.18804,283.78958,50.97825,7.00885,2.50079,e0,3
365.41459,239.17616,68.16348,7.42965,3.12421,e0,3
329.87688,228.23631,43.20221,5.81522,2.52653,e0,3
306.08349,91.48188,58.27950,4.46534,4.51319,e0,3
309.13420,227.24502,49.64136,6.19153,2.72740,e0,3
311.42676,288.31393,26.07247,5.06453,1.82474,e0,3
272.04206,353.91902,65.76343,8.86196,2.52193,e0,3
339.93739,243.57505,43.13789,5.96655,2.46406,e0,3
322.08872,333.40724,45.33848,7.10623,2.17339,e0,3
229.60951,417.98293,91.50204,11.24966,2.75165,e0,3
368.34164,319.75735,87.67584,9.69329,3.02323,e0,3
309.65651,200.70994,67.42199,6.79922,3.36644,e0,3
282.43907,287.25971,49.91991,6.99490,2.46970,e0,3
334.87107,304.35456,77.87314,8.95368,2.91782,e0,3
240.75723,141.63717,19.25100,3.09237,2.15769,e0,3
374.44475,227.51350,52.33546,6.37521,2.82354,e0,3
315.83010,304.53254,23.04878,4.88932,1.70389,e0,3
269.61482,161.24327,65.98641,6.10550,3.72595,e0,3
314.47179,283.70990,62.64489,7.78561,2.69435,e0,3
331.89309,232.39699,98.66726,8.86482,3.73142,e0,3
209.36230,153.83682,95.95331,7.16917,4.53760,e0,3
319.55650,346.06271,55.57740,7.99411,2.33212,e0,3
330.05073,301.97368,55.94416,7.51695,2.51442,e0,3
322.27801,336.79644,49.81419,7.54118,2.24126,e0,3
375.51244,219.44070,62.20754,6.82450,3.14197,e0,3
285.20677,120.03738,73.98587,5.60676,4.48845,e0,3
247.49306,279.33773,68.96947,8.06963,2.96548,e0,3
358.24337,263.81370,90.30519,8.95401,3.41141,e0,3
227.62074,158.30020,116.47663,8.02812,4.85286,e0,3
311.02226,302.74599,34.87466,5.99150,2.02822,e0,3
298.70448,394.55254,51.41794,8.24291,2.15643,e0,3
281.25485,327.16055,64.51181,8.39856,2.63495,e0,3
240.58015,352.98356,58.32847,8.28192,2.40385,e0,3
285.82875,122.48833,82.05381,5.96028,4.59431,e0,3
348.65697,391.78978,95.65742,11.13391,2.83608,e0,3
285.71610,227.57636,43.94319,5.81212,2.60351,e0,3
307.01665,295.72708,53.94747,7.31791,2.48989,e0,3
254.96193,258.89001,53.00765,6.85816,2.66069,e0,3
246.07069,293.95767,42.15989,6.47247,2.23584,e0,3
328.96176,282.01941,81.07244,8.81605,3.11705,e0,3
246.21859,370.76609,73.64768,9.54812,2.56195,e0,3
238.76540,418.90772,48.26516,8.22879,2.07694,e0,3
265.98483,264.64820,32.25230,5.42050,2.06563,e0,3
236.42860,261.28093,76.73287,8.21119,3.15252,e0,3
257.13861,215.11148,31.10505,4.79631,2.27641,e0,3
286.59371,360.18414,40.74454,7.03993,1.98196,e0,3
359.09113,300.07986,49.48638,7.06910,2.38930,e0,3
317.09012,276.26267,79.20692,8.56722,3.07525,e0,3
418.29249,327.74496,82.67172,9.53683,2.89615,e0,3
290.57344,336.62230,65.55626,8.58051,2.56827,e0,3
339.09719,199.35471,47.32969,5.66959,2.78614,e0,3
370.21043,274.84042,54.00403,7.07494,2.56473,e0,3
283.50204,343.32595,61.65253,8.38723,2.49372,e0,3
312.99361,254.73010,77.87186,8.22224,3.18382,e0,3
329.64596,289.68931,64.42279,7.93456,2.77360,e0,3
268.53596,383.88552,42.03369,7.30361,1.98047,e0,3
239.20788,234.65676,76.02004,7.84031,3.28018,e0,3
440.43250,348.91680,40.89161,6.92507,2.04812,e0,3
335.92769,334.10977,28.71738,5.69195,1.75893,e0,3
346.53104,253.75331,54.25796,6.83335,2.68076,e0,3
301.21198,293.85778,68.22141,8.22804,2.81640,e0,3
333.89305,316.20264,94.66641,10.02083,3.16548,e0,3
303.79547,266.02528,48.60982,6.62783,2.46950,e0,3
315.10954,245.03245,59.50076,7.08872,2.87298,e0,3
338.77815,280.52727,59.22099,7.51629,2.64508,e0,3
345.68485,268.04782,66.86433,7.83366,2.91120,e0,3
290.39199,226.17865,73.03096,7.49920,3.29325,e0,3
258.60370,380.81319,57.46233,8.57626,2.29180,e0,3
246.81555,367.49796,104.98311,11.32738,3.07629,e0,3
344.49474,326.44415,47.92795,7.26580,2.25893,e0,3
325.57074,235.04290,76.73436,7.82569,3.31830,e0,3
337.83341,452.61285,54.69406,9.08804,2.09698,e0,3
242.79920,326.50912,55.93873,7.88815,2.45336,e0,3
222.14924,204.41191,33.26344,4.84408,2.36506,e0,3
359.71064,376.20707,31.14140,6.18542,1.71020,e0,3
263.41474,273.54920,62.14627,7.61522,2.77663,e0,3
246.56882,258.33559,81.99392,8.49850,3.24911,e0,3
345.06948,173.53435,33.43741,4.48966,2.65009,e0,3
345.35532,321.04775,22.71415,5.03560,1.65267,e0,3
224.63707,388.65544,39.63051,7.14198,1.87268,e0,3
358.68261,347.75184,71.92302,9.16037,2.66413,e0,3
401.61055,352.99665,58.31459,8.30089,2.38991,e0,3
157.26950,290.51233,60.73433,7.68863,2.67620,e1,1
139.86884,266.90294,50.12193,6.67264,2.47348,e1,1
184.44860,458.81702,76.74339,10.81560,2.41753,e1,1
158.43692,292.87644,80.86397,9.00460,3.04188,e1,1
139.31361,167.87742,96.93574,7.52240,4.33662,e1,1
202.94547,297.91494,65.89138,8.11995,2.70534,e1,1
165.30827,204.69713,81.96249,7.62019,3.64389,e1,1
251.66626,272.10919,88.62669,8.99813,3.30224,e1,1
221.40822,384.72640,71.31247,9.53637,2.49704,e1,1
232.84809,202.24720,31.36433,4.73769,2.33911,e1,1
194.55868,159.98698,92.16421,7.14867,4.31076,e1,1
127.46595,339.46165,75.68165,9.30027,2.78701,e1,1
98.45018,181.16512,83.22890,7.22177,3.81056,e1,1
108.70079,276.56793,31.82651,5.49547,2.07449,e1,1
94.03125,245.72070,21.10826,4.28141,1.79076,e1,1
177.99411,275.92935,86.39993,8.96702,3.24600,e1,1
217.53245,253.24718,32.28020,5.33785,2.11424,e1,1
191.63702,204.39276,68.59404,6.91785,3.33743,e1,1
191.62396,302.72766,64.30904,8.09780,2.68969,e1,1
54.39567,229.20206,43.00729,5.80632,2.54931,e1,1
139.60102,299.40588,74.14157,8.65711,2.87774,e1,1
175.84247,297.84881,42.15542,6.51284,2.19864,e1,1
165.83608,299.64101,17.34474,4.23009,1.48683,e1,1
76.22716,220.43780,57.08916,6.61340,2.97420,e1,1
92.61231,297.36680,52.58795,7.28225,2.48213,e1,1
115.56669,187.90747,54.94248,5.97528,3.08142,e1,1
93.35772,391.40843,19.10752,5.03184,1.40146,e1,1
147.44742,218.37108,38.49025,5.42042,2.43308,e1,1
203.65859,234.49697,46.28300,6.09960,2.55090,e1,1
110.30554,429.92559,56.42182,9.01528,2.15343,e1,1
97.50461,201.70440,69.88726,6.99223,3.39261,e1,1
204.68200,268.44450,41.82712,6.18101,2.33648,e1,1
145.92199,186.99706,51.22042,5.78741,3.00568,e1,1
258.79700,335.89255,48.21579,7.40839,2.23791,e1,1
149.40623,331.98573,59.49644,8.23249,2.49612,e1,1
172.46671,286.50898,45.84811,6.62845,2.40163,e1,1
199.64997,374.05577,54.95739,8.27745,2.25869,e1,1
132.15215,323.22179,88.85698,9.80746,3.01601,e1,1
116.48694,280.84159,38.17577,6.03777,2.16776,e1,1
163.42352,380.80422,54.56577,8.35148,2.19983,e1,1
179.99208,403.23432,61.15167,9.08712,2.26886,e1,1
201.65312,343.13963,26.09009,5.48832,1.67778,e1,1
221.93072,317.72178,50.21642,7.28877,2.32377,e1,1
208.87474,358.93923,57.82946,8.34462,2.35054,e1,1
215.63628,306.77070,62.57110,8.03285,2.67595,e1,1
164.51679,288.08802,59.09732,7.60192,2.64064,e1,1
136.32330,439.82494,40.57894,7.74967,1.81157,e1,1
119.90077,298.77213,48.64253,6.98752,2.36546,e1,1
165.41065,380.14240,49.40993,7.96287,2.11642,e1,1
159.67531,224.64366,62.88014,6.98736,3.02474,e1,1
101.28931,298.84403,53.90283,7.40214,2.51763,e1,1
49.19821,225.37642,79.74293,7.83099,3.45066,e1,1
186.23060,338.72063,40.33634,6.80007,2.08083,e1,1
159.85973,167.43424,42.13118,4.96176,2.89082,e1,1
172.00026,348.30973,46.78051,7.40457,2.17508,e1,1
131.02635,398.66990,39.74433,7.26888,1.89415,e1,1
148.31249,195.07092,91.46600,7.82908,3.93448,e1,1
197.22383,134.56242,45.29771,4.64799,3.28994,e1,1
161.27740,220.42485,20.20140,3.94560,1.78618,e1,1
179.56969,242.49084,86.61587,8.43934,3.41416,e1,1
223.02668,381.77966,39.57496,7.13522,1.88013,e1,1
55.62430,332.97414,89.42687,10.00952,3.04887,e1,1
97.56965,330.30741,60.74217,8.18528,2.51270,e1,1
52.53981,378.25221,34.29576,6.60326,1.83549,e1,1
112.71484,190.75581,56.54044,6.12023,3.15366,e1,1
135.63876,383.88128,56.20530,8.52684,2.22958,e1,1
144.14949,326.08699,60.59303,8.11125,2.52764,e1,1
200.77260,431.13710,78.39403,10.61950,2.49470,e1,1
172.54765,279.86513,62.54370,7.75896,2.72903,e1,1
123.68955,339.01289,55.25647,7.95964,2.42297,e1,1
185.50208,233.67203,39.69393,5.65167,2.41505,e1,1
140.28292,129.85112,51.96354,4.87228,3.64321,e1,1
85.88018,278.90476,100.52208,9.72509,3.47969,e1,1
118.24835,358.80529,68.19929,9.08243,2.52171,e1,1
139.51072,317.18847,30.44169,5.75087,1.87140,e1,1
34.40421,360.65114,108.92049,11.45589,3.19889,e1,1
173.99298,193.95521,66.26220,6.59837,3.34715,e1,1
107.06470,263.69748,83.78539,8.64711,3.28839,e1,1
183.68601,238.45339,62.95036,7.08435,2.97810,e1,1
-40.02441,303.63577,76.24572,8.89408,2.90706,e1,1
90.10756,373.36995,27.79905,5.89497,1.60460,e1,1
39.93322,306.30869,53.07561,7.39124,2.38926,e1,1
137.65307,453.54760,68.23395,10.15062,2.23599,e1,1
189.30766,164.53468,59.72038,5.83916,3.44062,e1,1
193.94239,393.32087,46.90091,7.85134,2.02326,e1,1
118.92066,332.40618,44.73316,7.08649,2.15985,e1,1
96.97316,249.28624,32.20874,5.25126,2.12933,e1,1
96.82246,324.65040,35.99967,6.31144,1.96795,e1,1
181.41943,317.27074,60.49942,8.01803,2.53161,e1,1
195.66741,259.71260,117.04184,10.14270,3.84149,e1,1
102.05391,204.81505,62.16760,6.60215,3.14357,e1,1
123.64676,425.67546,70.24346,9.97685,2.38652,e1,1
187.01754,262.86688,77.87795,8.29623,3.16234,e1,1
135.54020,361.81866,96.88173,10.79730,3.02373,e1,1
199.35972,317.19166,63.80335,8.25719,2.63444,e1,1
102.16873,285.73414,63.76163,7.84899,2.72666,e1,1
135.87089,305.56560,67.78022,8.38614,2.76120,e1,1
174.00756,273.45814,31.33436,5.41072,1.97782,e1,1
124.10700,353.76044,53.54853,7.99791,2.27701,e1,1
151.70939,306.20412,49.50228,7.13309,2.37794,e1,1
125.25029,361.16620,62.81732,8.70458,2.42108,e1,1
67.77279,370.93425,62.63233,8.82542,2.45692,e1,1
196.35030,179.89095,2.72362,1.34781,0.82481,e1,1
93.84354,319.62675,51.32873,7.43684,2.38827,e1,1
165.62248,236.46352,68.29981,7.43657,3.13502,e1,1
122.51774,454.80562,35.80293,7.37511,1.69896,e1,1
215.85279,268.95123,57.22088,7.23230,2.73384,e1,1
159.02507,228.83960,47.54149,6.14310,2.64462,e1,1
206.26956,221.55937,38.44357,5.43143,2.44837,e1,1
148.10155,285.99705,75.55820,8.51334,2.95092,e1,1
218.24736,238.24015,47.94398,6.22355,2.61338,e1,1
176.78525,220.22982,67.66729,7.17768,3.26153,e1,1
152.59174,219.03278,94.16470,8.42270,3.77643,e1,1
60.80365,245.89090,59.32245,7.05545,2.88086,e1,1
192.71895,269.16131,86.25732,8.84955,3.25244,e1,1
160.47296,322.09335,92.76329,10.03771,3.09622,e1,1
94.56289,326.00592,78.72901,9.28324,2.87885,e1,1
189.08286,346.57932,58.27913,8.26293,2.39093,e1,1
140.06091,297.92476,47.84389,6.94723,2.37221,e1,1
100.75510,280.16537,74.09920,8.37692,2.98619,e1,1
222.50737,267.13000,75.83587,8.28967,3.11556,e1,1
100.34811,242.42272,39.93298,5.78384,2.40209,e1,1
102.29971,239.13939,69.50484,7.49138,3.11034,e1,1
159.43768,327.53677,93.11942,10.07939,3.15246,e1,1
241.43480,295.44724,45.69854,6.74058,2.27877,e1,1
273.02050,417.54347,87.78459,11.03134,2.68484,e1,1
111.01414,191.97017,52.20105,5.92074,3.00578,e1,1
138.91997,310.76622,48.04348,7.10390,2.29039,e1,1
169.45778,217.67501,36.96920,5.28440,2.47974,e1,1
219.25638,294.36598,96.06244,9.78469,3.24705,e1,1
171.91403,315.45580,25.52454,5.19996,1.70238,e1,1
283.27959,404.88102,62.37868,9.15857,2.30738,e1,1
127.52519,279.90476,98.91513,9.67414,3.46089,e1,1
130.89685,333.94633,78.89126,9.39986,2.83869,e1,1
127.12805,296.13793,79.60723,8.92643,3.00944,e1,1
137.21645,249.27711,76.08112,8.03205,3.17627,e1,1
210.21349,321.21148,37.11471,6.36757,1.99731,e1,1
146.27275,420.91463,89.09129,11.17813,2.70429,e1,1
192.21673,157.13201,49.71670,5.23797,3.29220,e1,1
77.86406,389.80757,97.99691,11.24578,2.96649,e1,1
70.39047,230.80601,80.52073,7.98299,3.40384,e1,1
197.20643,314.15725,40.64415,6.57065,2.08176,e1,1
170.77506,215.48588,56.18533,6.40192,2.99615,e1,1
96.13586,312.77207,13.39404,3.80240,1.27449,e1,1
114.58936,375.06322,55.21326,8.32862,2.23602,e1,1
117.72083,374.70526,54.03319,8.23927,2.23909,e1,1
126.83195,326.30708,66.92905,8.52367,2.61612,e1,1
174.83382,302.44980,61.96211,7.99653,2.66713,e1,1
106.71024,437.10636,71.06788,10.13404,2.37822,e1,1
252.95075,300.51493,59.79980,7.78751,2.65113,e1,1
135.08971,181.29246,67.17137,6.50250,3.48860,e1,1
128.95905,306.80629,112.90352,10.75734,3.46748,e1,1
133.08823,260.51398,77.48472,8.32744,3.17281,e1,1
113.47318,334.98001,35.06407,6.31201,1.91208,e1,1
215.16297,379.58201,74.25436,9.72619,2.60035,e1,1
192.68586,326.91398,51.97947,7.58687,2.32039,e1,1
107.72897,184.57371,37.76662,4.88597,2.64336,e1,1
181.58411,298.17740,47.49851,6.95742,2.38129,e1,1
169.59642,192.87077,71.72346,6.94757,3.54761,e1,1
139.01769,249.23992,55.05508,6.85230,2.70766,e1,1
168.35657,298.66601,45.09053,6.72840,2.27839,e1,1
120.11501,237.35320,29.69204,4.89751,2.05585,e1,1
67.52844,316.01165,20.24094,4.68234,1.52540,e1,1
98.50970,254.59816,54.97163,6.96008,2.72926,e1,1
177.88154,115.76964,47.66892,4.53871,3.60505,e1,1
165.79471,351.21656,77.94699,9.59629,2.76787,e1,1
6.42172,265.82522,58.17358,7.25796,2.75731,e1,1
88.91490,371.09015,29.23528,6.04175,1.68368,e1,1
196.01678,223.67871,45.17984,5.86752,2.62300,e1,1
84.46529,314.54826,47.97087,7.15731,2.29925,e1,1
125.24805,343.12912,30.14442,5.96423,1.79684,e1,1
151.16816,323.76949,49.97205,7.36713,2.33570,e1,1
169.61362,253.11531,28.94803,5.03210,2.06586,e1,1
188.30159,326.97123,70.46656,8.81649,2.71290,e1,1
115.84631,192.37559,40.19472,5.16535,2.64046,e1,1
203.18798,353.02075,69.32248,9.11862,2.62165,e1,1
93.02791,280.10543,102.79034,9.88064,3.49400,e1,1
213.53578,384.33648,54.20075,8.36159,2.22387,e1,1
128.86875,316.80686,77.06122,8.98584,2.89435,e1,1
233.91681,381.98103,44.94357,7.57566,2.03523,e1,1
137.45168,369.94691,59.75293,8.60467,2.38699,e1,1
154.93617,317.12572,51.66201,7.43684,2.36472,e1,1
114.90942,290.08100,39.46187,6.25271,2.17530,e1,1
190.49603,309.76051,65.55331,8.26391,2.69347,e1,1
148.38188,298.91261,50.19830,7.10836,2.39364,e1,1
74.22724,377.67129,28.39130,6.00209,1.65249,e1,1
185.92681,405.54672,95.14203,11.34541,2.80736,e1,1
205.34723,323.36639,37.95969,6.46730,2.04280,e1,1
195.46239,320.62569,58.49618,7.96319,2.45581,e1,1
172.49039,342.64099,33.01138,6.19477,1.84513,e1,1
203.23883,271.75929,35.51602,5.68207,2.12480,e1,1
105.15354,339.36165,56.76008,8.07937,2.42683,e1,1
206.73282,153.56039,80.32727,6.62859,4.14675,e1,2
176.03341,337.99890,50.76599,7.59911,2.31581,e1,2
179.80743,263.44867,57.89080,7.23851,2.74400,e1,2
147.31373,215.71662,53.16008,6.30663,2.89073,e1,2
96.17247,317.27230,52.96873,7.47327,2.40413,e1,2
131.62323,184.03331,55.35046,5.92347,3.16781,e1,2
155.08232,266.40877,17.84493,4.05961,1.58923,e1,2
81.37894,416.82655,46.16489,8.02568,2.02214,e1,2
194.14239,307.85563,62.36458,7.96453,2.61250,e1,2
135.88040,267.69807,58.60631,7.26100,2.70594,e1,2
69.45318,323.83514,47.79284,7.25690,2.28429,e1,2
238.87372,253.54662,45.86540,6.25045,2.46357,e1,2
226.87005,232.40951,81.93066,8.07128,3.44411,e1,2
239.50238,280.85949,95.33901,9.52769,3.37560,e1,2
180.72631,368.23973,63.10937,8.79608,2.46484,e1,2
131.37169,261.24640,82.49303,8.54204,3.19601,e1,2
218.94643,399.38056,42.15026,7.53950,1.95484,e1,2
130.05196,244.92487,48.98412,6.37220,2.63128,e1,2
135.09676,375.60859,51.10765,8.04893,2.20195,e1,2
268.51396,249.00409,58.88415,7.08089,2.85794,e1,2
104.11083,322.15888,43.14054,6.86657,2.21503,e1,2
185.06373,272.21835,85.21843,8.85918,3.17975,e1,2
78.09239,216.86071,58.89458,6.59559,3.04030,e1,2
126.39544,247.13707,38.69735,5.70548,2.32731,e1,2
186.48197,228.57975,52.02615,6.33957,2.74960,e1,2
103.85546,280.37033,54.79418,7.23102,2.62367,e1,2
145.14763,334.72619,72.08401,8.97515,2.67643,e1,2
94.68022,499.63537,79.97272,11.55347,2.37253,e1,2
80.68354,211.74529,51.15905,6.12658,2.82978,e1,2
133.33397,289.34744,49.07611,6.93405,2.37485,e1,2
88.03540,237.62881,83.97681,8.22536,3.42822,e1,2
228.67804,273.11389,57.15735,7.26018,2.64391,e1,2
205.85943,262.60549,62.20816,7.45605,2.80874,e1,2
188.87347,154.04450,53.05538,5.37569,3.36463,e1,2
109.28744,253.69370,76.02656,8.13547,3.16652,e1,2
106.91291,308.44539,18.89667,4.46982,1.48636,e1,2
87.30198,312.68310,49.57661,7.21517,2.36685,e1,2
130.45852,327.91326,29.41048,5.74931,1.75778,e1,2
143.88399,354.92314,72.26164,9.25762,2.66422,e1,2
179.63855,242.84537,93.33293,8.71433,3.54861,e1,2
156.58880,475.65274,74.26537,10.81437,2.27201,e1,2
151.70851,441.00926,45.32205,8.14333,1.90346,e1,2
136.17129,325.61079,58.80154,8.05853,2.52617,e1,2
125.65265,119.53732,54.49052,4.87598,3.82622,e1,2
148.99357,386.38339,72.51213,9.66872,2.54632,e1,2
134.47451,288.57039,80.92033,8.84828,3.06626,e1,2
131.43798,353.63259,19.05391,4.73026,1.38765,e1,2
100.39450,291.71291,53.92198,7.32142,2.52304,e1,2
192.73820,247.24624,47.05622,6.23451,2.56975,e1,2
139.69354,402.35641,52.79984,8.43534,2.12624,e1,2
111.84409,229.23648,78.22748,7.82512,3.31603,e1,2
94.58969,445.08216,29.28669,6.67163,1.55463,e1,2
228.78445,357.11047,66.61576,8.90616,2.56453,e1,2
126.71032,338.46785,89.40133,10.02381,2.94854,e1,2
131.88116,309.73261,67.46113,8.40358,2.77424,e1,2
147.94490,218.05437,48.69114,6.00019,2.70627,e1,2
217.92188,190.69065,84.31599,7.44452,3.80207,e1,2
107.36014,280.17293,41.88507,6.32700,2.31346,e1,2
100.50648,293.84774,57.40929,7.56130,2.56589,e1,2
162.59201,466.59797,61.56746,9.75424,2.13310,e1,2
123.95583,444.14312,55.58963,9.06809,2.14390,e1,2
214.75445,383.18796,104.15292,11.53577,3.03787,e1,2
141.45326,243.57701,55.82971,6.83286,2.82103,e1,2
126.85061,299.78041,88.09491,9.36223,3.11717,e1,2
141.56685,404.19533,68.62470,9.59760,2.39608,e1,2
156.92117,354.24329,17.53837,4.61541,1.41276,e1,2
113.72526,169.06356,56.29025,5.81258,3.34267,e1,2
189.19862,345.09420,79.01294,9.51508,2.78509,e1,2
171.96239,192.34960,70.02804,6.76514,3.46538,e1,2
92.22600,184.67469,39.80312,5.07609,2.71759,e1,2
116.72744,331.07279,17.83722,4.57453,1.43538,e1,2
115.95225,347.21609,97.18420,10.57313,3.05017,e1,2
136.13264,311.26670,72.16247,8.66163,2.75552,e1,2
112.60259,257.19739,55.63780,6.98505,2.69338,e1,2
166.19739,468.58210,49.54597,8.80092,1.96236,e1,2
158.59179,500.18281,86.92124,11.94107,2.42092,e1,2
188.32846,299.17141,55.01608,7.43471,2.50960,e1,2
112.81705,352.94036,44.48482,7.22928,2.04321,e1,2
89.00401,315.23250,36.16999,6.17124,2.00800,e1,2
186.80543,365.96750,35.77338,6.62401,1.84977,e1,2
80.09005,373.29702,65.37902,8.97283,2.44756,e1,2
150.88877,333.67318,73.56138,9.11351,2.75855,e1,2
123.94147,276.74897,69.77308,8.06556,2.93718,e1,2
171.66292,287.04938,56.53529,7.43119,2.62562,e1,2
86.77215,372.19952,56.19103,8.37262,2.28191,e1,2
110.15727,229.24720,55.39758,6.60204,2.83091,e1,2
105.12740,482.10359,31.85157,7.19276,1.59130,e1,2
151.60401,336.25210,76.16182,9.27912,2.80042,e1,2
95.34100,222.11345,76.11393,7.59000,3.35548,e1,2
160.19526,227.77278,50.03190,6.23165,2.73004,e1,2
131.02825,258.16493,74.92852,8.14658,3.11580,e1,2
153.98357,251.97407,63.82559,7.38107,2.92048,e1,2
146.32606,420.18254,34.36987,6.92848,1.69184,e1,2
108.78086,287.57696,51.46609,7.02688,2.50118,e1,2
117.91336,321.84692,54.48619,7.63746,2.37336,e1,2
76.52842,331.54073,70.91846,8.86747,2.74100,e1,2
174.21240,453.54281,39.70850,7.71660,1.77096,e1,2
148.12078,247.52189,24.09903,4.52467,1.87747,e1,2
173.50091,238.35392,92.09049,8.64116,3.54835,e1,2
24.05604,78.93878,63.93523,4.37088,4.85736,e1,2
156.92261,140.49722,85.24066,6.52471,4.44725,e1,2
156.15001,258.41059,62.90020,7.44527,2.88099,e1,2
134.29147,393.92176,78.00956,10.08569,2.57819,e1,2
116.42848,370.53800,47.42797,7.68349,2.11269,e1,2
159.33929,277.66998,44.65709,6.50707,2.35347,e1,2
218.58581,333.19879,25.62217,5.42645,1.63371,e1,2
117.00361,230.32951,84.47429,8.06763,3.48237,e1,2
248.36411,436.91269,75.16321,10.44963,2.44370,e1,2
84.00305,265.01727,37.34744,5.81837,2.24953,e1,2
151.16569,303.70214,59.65696,7.81923,2.60649,e1,2
55.75669,349.97639,37.55067,6.64422,1.92065,e1,2
120.12226,408.06134,40.02094,7.41451,1.88688,e1,2
123.71670,328.74910,68.80414,8.71846,2.68299,e1,2
141.08347,238.00625,81.19193,8.12093,3.34189,e1,2
264.64984,193.44300,84.05051,7.47907,3.77094,e1,2
183.40274,223.28022,84.10317,7.98153,3.52100,e1,2
188.51607,327.37081,64.22047,8.36790,2.59620,e1,2
107.32356,371.31315,46.61263,7.60670,2.08971,e1,2
167.56189,415.57551,32.49501,6.74551,1.69728,e1,2
200.36644,304.89484,101.64943,10.23106,3.33014,e1,2
183.38489,311.56660,73.21574,8.72992,2.80108,e1,2
123.43579,290.62870,58.79390,7.63325,2.61175,e1,2
114.26190,218.60794,81.49172,7.84751,3.54881,e1,2
197.67420,258.88642,71.07203,7.90628,3.05134,e1,2
155.15609,232.22403,73.07405,7.62867,3.27950,e1,2
143.65492,351.94129,58.37264,8.23657,2.37227,e1,2
